date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:38:56	84657/84657	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:38:54%20GMT	https://hostalsolzamora.com/e	C:/tmp/http/hostalsol/hostalsolzamora.com/e	(from https://hostalsolzamora.com/wp-content/cache/minify/c899e.js)
23:38:57	2302/2302	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:38:55%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Freserva	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embedc033.json	(from https://hostalsolzamora.com/reserva)
23:38:58	2809/2809	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:38:56%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Freserva&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed7e4d	(from https://hostalsolzamora.com/reserva)
23:38:59	10057/10057	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:38:57%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/28	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/28.json	(from https://hostalsolzamora.com/reserva)
23:38:59	0/0	---M-Z	200	added ('OK')	text/css	etag:%2214-651b913f74477%22	https://hostalsolzamora.com/wp-content/cache/minify/a5e3e.css	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/a5e3e.css	(from https://hostalsolzamora.com/reserva)
23:38:59	40647/40647	---M-Z	200	added ('OK')	application/x-javascript	etag:%222900-651b913f82eda%22	https://hostalsolzamora.com/wp-content/cache/minify/4407c.js	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/4407c.js	(from https://hostalsolzamora.com/reserva)
23:38:59	20124/20124	---M-Z	200	added ('OK')	application/x-javascript	etag:%22161b-651b913fb7aa1%22	https://hostalsolzamora.com/wp-content/cache/minify/4b6b3.js	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/4b6b3.js	(from https://hostalsolzamora.com/reserva)
23:39:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:38:59%20GMT	https://hostalsolzamora.com/?p=28	C:/tmp/http/hostalsol/hostalsolzamora.com/index3c55.html	(from https://hostalsolzamora.com/reserva)
23:39:01	2300/2300	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:38:59%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fhabitaciones	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed1161.json	(from https://hostalsolzamora.com/habitaciones)
23:39:02	2807/2807	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:39:00%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fhabitaciones&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embedc654	(from https://hostalsolzamora.com/habitaciones)
23:39:03	200646/200646	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:01%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/24	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/24.json	(from https://hostalsolzamora.com/habitaciones)
23:39:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:39:03%20GMT	https://hostalsolzamora.com/?p=24	C:/tmp/http/hostalsol/hostalsolzamora.com/index2cf9.html	(from https://hostalsolzamora.com/habitaciones)
23:39:05	716964/716964	---M--	200	added ('OK')	image/jpeg	etag:%22af0a4-5f2cabbc9a352%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/nuestras-habitaciones-scaled.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/nuestras-habitaciones-scaled.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:05	378363/378363	---MCZ	200	added ('OK')	text/css	etag:%22pub1770055449;gz%22	https://hostalsolzamora.com/wp-content/cache/minify/1717b.css	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/1717b.css	(from https://hostalsolzamora.com/habitaciones)
23:39:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:39:04%20GMT	https://hostalsolzamora.com/%22{{poster}}/%22	C:/tmp/http/hostalsol/hostalsolzamora.com/_{{poster}}/_.a8.delayed	(from https://hostalsolzamora.com/habitaciones)
23:39:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:39:05%20GMT	https://hostalsolzamora.com/%22{{src}}/%22	C:/tmp/http/hostalsol/hostalsolzamora.com/_{{src}}/_	(from https://hostalsolzamora.com/habitaciones)
23:39:07	84677/84677	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:39:05%20GMT	https://hostalsolzamora.com/%22poster/	C:/tmp/http/hostalsol/hostalsolzamora.com/_poster/index.html	(from https://hostalsolzamora.com/habitaciones)
23:39:08	84677/84677	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:39:06%20GMT	https://hostalsolzamora.com/%22{{src}}/%22>	C:/tmp/http/hostalsol/hostalsolzamora.com/_{{src}}/__	(from https://hostalsolzamora.com/habitaciones)
23:39:08	84671/84671	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:39:06%20GMT	https://hostalsolzamora.com/%22src/	C:/tmp/http/hostalsol/hostalsolzamora.com/_src/index.html	(from https://hostalsolzamora.com/habitaciones)
23:39:08	373557/373557	---M--	200	added ('OK')	image/jpeg	etag:%225b335-5f2cabbc13704%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/310.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/310.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:08	3240305/3240305	---M--	200	added ('OK')	image/jpeg	etag:%22317171-5f2cabbc0f884%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/303-escalera.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/303-escalera.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:09	5116044/5116044	---M--	200	added ('OK')	image/jpeg	etag:%224e108c-5f2cabbca6e74%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/Pasillo-1-2.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/Pasillo-1-2.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:09	7870535/7870535	---M--	200	added ('OK')	image/jpeg	etag:%22781847-5f2cabbcc23f7%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/Recepcion-2-retocada.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/Recepcion-2-retocada.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:09	4066072/4066072	---M--	200	added ('OK')	image/jpeg	etag:%223e0b18-5f2cabbc2ae06%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/312.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/312.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:10	29664/29664	---M--	200	added ('OK')	image/jpeg	etag:%2273e0-5fa4391cb89c7%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-2-769x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-2-769x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:10	57170/57170	---M--	200	added ('OK')	image/jpeg	etag:%22df52-5fa43922a8317%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-3-1024x769.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-3-1024x769.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:10	59253/59253	---M--	200	added ('OK')	image/jpeg	etag:%22e775-5fa4392a35d9f%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-4-769x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-4-769x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:11	106462/106462	---M--	200	added ('OK')	image/jpeg	etag:%2219fde-5fa43931801ff%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-5-769x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-5-769x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:11	100196/100196	---M--	200	added ('OK')	image/jpeg	etag:%2218764-5fa43938274e8%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-6-769x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-6-769x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:11	34079/34079	---M--	200	added ('OK')	image/jpeg	etag:%22851f-5fa4393e100d6%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-7-768x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-7-768x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:11	58310/58310	---M--	200	added ('OK')	image/jpeg	etag:%22e3c6-5fa4394427acc%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-8-1024x769.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-8-1024x769.jpg	(from https://hostalsolzamora.com/habitaciones)
